Product,Consumer complaint narrative
Credit card or prepaid card,"Today I logged into my Bank of America online account and noticed that I had an XXXX XXXX credit card was listed as an active account in my portfolio. I also noticed that there was a past due balance of {$90.00}. 

I went into this account and saw that it was opened some time in XXXX, 2022. I called Bank of America to ask about why this was showing up in my list of accounts and the person I spoke to said I needed to talk to another department. He transferred me but I was on hold for 30 minutes and no one came to the line so I hung up, not able to resolve this serious matter. 

Bank of America had fraudulently opened this card without my knowledge or consent and then made an unauthorized charge to the card and I had no idea either transaction had taken place. I think there is a legal and moral issue in play here I'm hoping someone takes this matter seriously enough to do something about it."
Credit card or prepaid card,"Im writing today to provide details as they pertain to the issue with my Bank of America credit card that was closed by them -- with absolutely no notice to me -- on XX/XX/XXXX. 
Eighteen years ago, I opened my first credit card, with my father cosigning as guarantor. For eighteen years, I made my payments on time, monitored my usage carefully, and never went over my credit limit. I very carefully built my credit, and very intentionally kept this card open and in good standing, as I know how much the average age of credit can impact a credit score. 

In XX/XX/XXXX, evidently Bank of America decided they needed more information about my father ( just address and phone number, nothing major ), who has not moved in five years or changed phone numbers in 20 years. It having been so long since the account was opened, and given how little information they required from him upon opening the line of credit, all they had retained as far as his information was one of my old addresses, at which he never lived. 

BOA claims they sent a single letter to an address at which my father never lived, and at which I have not lived for seven years. ( Note that they randomly updated his address to mine when I lived at the address mentioned above, but not, for some reason, when I moved into my current home, which I have owned and inhabited for seven years. ) When that letter obviously went unseen and unanswered, they unilaterally closed my XXXX year old account with absolutely no notice to me of any kind, which they openly acknowledge. This means no letters, email, or phone calls at all. I discovered the account was closed via a credit monitoring alert from XXXX. 

Ive spoken at length with bank representatives, both over the phone and in person at a branch. All have claimed that there is absolutely no way the card can be reopened, which is simply bank policy, and have offered no recourse for my severely damaged credit. My average age of credit has dropped from nine years to 3, and my available credit has suffered hugely as well. My credit score has dropped into Fair for the first time I can remember -- at least 15 years. My husband and I share a car and were about to apply for an auto loan. That's no longer possible. This has had severe and real-world consequences for me, through no fault of my own."
Credit card or prepaid card,"To Whom It May Concern, My name is XXXX XXXX, I am a XXXXyear-old man whose life has been greatly affected by Covid-19. Looking for work has been very challenging due to these unforeseen circumstances. On XX/XX/2020 A potential employer ; XXXX XXXX who stated worked for XXXX XXXX XXXX in the XXXX XXXX Department emailed me about a potential job opportunity. We spoke about the position available and in the end seemed like the perfect job opportunity for me. A couple of days go by and I received an email from him stating he was offering me a 4-week paid training period that included studying and taking exams for this position. Explained that payment would be made at the end of the four week training period. Upon passing all exams, they would be sending me to their New York office after completing the training to start all the new hire onboarding paperwork and hands on training. I accepted the offer. After 2 weeks into the training, he offered me a XXXX XXXX - XXXX XXXX XXXX to complete if I wanted to earn extra income. They informed me that accepting this project, I would be viewed as a better potential candidate for this position. They wanted me to buy some new XXXX XXXX XXXX for their new office they are opening in XXXX. They were going to wire me {$7100.00} as available credit on my Bank of America Credit Card. That {$7100.00} was for the purchase of XXXX, XXXX & XXXX, and my {$400.00} bonus for this project. I waited for the wire to go through and for the bank to release the funds ( Called and confirmed with Bank of America that fund had been released ). After about 5 days, the funds were released from Bank of America and showed available to use on my credit account. I went on my computer and purchased the laptops. Upon receiving the laptops, I drove down to XXXX   and had them shipped to the address they provided me on their purchase order ( attached in supporting documents XXXX. 

A couple days later I was able to study up for the next exam that was due that Friday. XXXX XXXX XXXX XXXX XXXX XXXX ) Forwarded me another purchase order to order more laptops to have sent to their New Office. I accepted. I was very hesitant and repeatedly asked XXXX if this job opportunity was legitimate. I specifically asked him if this is fraudulent. After four weeks of studying and exams, I was reassured multiple times that this was a promising opportunity via email and phone calls. This time, the wire transfer would be {$13000.00}. I asked XXXX if they could send the funds as a paper check instead of wire transfer. He said they could not because this is the way their corporate office did their business in XXXX. End result, they submitted the wire transfer to my Bank of America credit card again. Bank of America at this point would not release the funds. They let us know that this was a scam. They said they see these types of situations all the time and that I am a victim of someone committing fraud. The funds that XXXX XXXX released through XXXX XXXX Bank of America before XXXX {$7100.00} was returned. So now that I have already bought computers and shipped them, I am now responsible to pay Bank of America {$7100.00}. The Bank of America Representative on the phone let me know that I need to make an in person appointment with a Financial Representative to go through my options and to find out if Bank of America released those funds to begin with or If XXXX released those funds. Bank of America is saying this is all my wrongdoing and I am responsible to pay all this money back. I made an appointment with a Financial Representative with Bank of America in hopes to find a resolution to this scam. He let me know that I need to call XXXX and have them call Bank of America to find out who released the {$7100.00} wire transfer fund without investigating it. I filed a claim with the fraud department, I called the police department, I have called and probably spoke with more than XXXX individuals about this problem. Nobody seems to want to help me. 

I called XXXX. They will NOT call Bank of America while a claim investigation is open. After MANY phone calls, I got the same answer. This was all my fault, or you need to file another claim, or you need to talk to this person. I tried to call one more time. I FINALLY was able to get through to someone who cared about this terrible experience I went through. I filed another claim and was told I would be getting a letter in the mail which would explain if they would help me through this or if I would have to pay back a {$7100.00} fraud charge. It has been over a week and I still have not received anything in the mail from them. Just statements that remind me I am a victim and I am still being charged. Being a long time customer of Bank of America, I was surprised and absolutely dismayed that they did not consider helping or resolving this matter with myself and XXXX. As a XXXX old man trying to take care of my wife and XXXX XXXX daughter during these unprecedented times, I simply can not afford this {$7100.00} fraud charge that has been pulled on me. Bank of America and XXXX are multi-billion dollar corporations, I am a single person who genuinely wanted to work and support my family. This experience has caused me severe mental distress to the point where my medical professional has recommended that I seek your help and anyone in the state government that could possibly shed light on this situation that seems to be increasing with people who are unemployed, desperately looking for work, and being taken advantage of. At my age, I feel extremely vulnerable. I have been unemployed for over a year. As you may surmise I am overwhelmingly discouraged and beaten down. 
I am praying and hoping that this email reaches the appropriate folks within your group. I have exhausted all other options and am very desperate for a miracle from your team. Please help me as this is not something me, nor my family can afford at this time. I look forward to hearing back from your team on my unfortunate problem. I look forward to your reply/help in the upcoming weeks. 

Thank you, XXXX XXXX"
Credit card or prepaid card,"I communicated with Bank of America via certified mail on XXXXXXXXXXXX XXXX,2023 Bank of America did not responded on timely manner within 7 business days Attached find letter and documents sent to bank Referring to account, account number ending in XXXX Bank of America letter dated XXXXXXXX XXXX,2023 Bank of America copy of letter As per your letter dated XXXX XXXX,2023, referring to credit card number ending in XXXX Payments from XXXX XXXXXXXX XXXX account ending in XXXX .Find enclose letter I never had an account at XXXX XXXXXXXX XXXX ending in XXXX, find enclose. 


No payments, fraud payments about account XXXX, Im requesting a cancellation letter for account ending in XXXX No payments made never had account at XXXXXXXX XXXX XXXX thank you XXXX XXXX"
Credit card or prepaid card,"I had two Bank of America credit cards. I stopped using the cards more than two years ago because in my opinion Bank of America has the biggest liars in XXXX XXXX that I have ever dealt with. I called Bank of America on XX/XX/20XXXX XXXX XXXX XXXX XXXXXXXX and spoke with a BofA customer representative by the name of XXXX. I asked XXXX why my credit card interest rate had increased from approximately 15.99 % to 20.24 % in a year. XXXX said that the rates were in line with credit card rates, paraphasing, and this is the reason for the jump in interest rates. This is the only credit card that I have that had such a high jump in interest rates. I stopped using Bank of America credit cards for over two years ago and was paying them off monthly with more than the minimum payment each month with only one late payment because I lost the coupon sent. This is the only credit card that I have had that has such an unusual high jump in interest rates and I have had credit cards from BofA before and paid it off monthly the same as this one. The reason why I stopped using BofA credit cards is because of the liars XXXX XXXX, Chair of the Board and CEO sent to me when I requested a mortgage refinance when Countrywide was given to BofA according to reports and he sent nothing but liars to, so call work with me, and they did nothing but lie and I still have the documents to prove it. The credit card ends in XXXX with the latest high interest rates."
Credit card or prepaid card,"I am trying to settle a debt with Bank of America from XXXX. I have talked to numerous people on the phone and gotten different answers from everyone. I have offered to settle my old debt, but my offer has been denied. I was offered another settlement amount ( which is more than I can afford ), and monthly payments. The people I have spoken to said that this will not help me with my credit and will not help with me with my goal of buying a house. I have paid off all old debts, except this account, and seem to be getting nowhere with the company. I think the worst part is that I can't get them to send me anything in the mail saying what my options are for taking care of this old debt. The rep on the phone this morning ( in the recovery dept. ) said BoA doesn't send out letters. How can I possibly resolve this old debt and rebuild my financial life when I'm getting so many different answers and can't get anything in writing?"
Credit card or prepaid card,"received notice that someone ordered a credit report. it was bank of america. someone applied for and opened a credit card in my name. it has been closed and a fraud statement issued, bank of america said i could be told how that application was made but after 7 phone transfers i do not have that info. i NEED to know if it was an online application, phone request or mail in so i can determine the extent of this fraud."
Credit card or prepaid card,"Dear CFPB, et al, I have been unable to receive my unemployment benefits under the Disaster Declaration Act for Nevada which is supposed to provide relief for citizens of Nevada. The lack of compliance by XXXX and the Bank of America has put me in the poor house and made me practically destitute, begging from friends and family for survival. My car is close to being repossessed and my roommate is ready to kick me out for not paying XXXX rent. Holding my money back seems to me to be a violation of my Civil Rights. I want to know when these two agencies will allow me to have my money that I am entitled to. Ive worked hard as a XXXX XXXX ( XXXX XXXX XXXX XXXX ) for 30 years, and I put money into the system which allows me to draw from it during times like this. 
There has been absolutely no fraud on my account, per XXXX. Yet, Bank of America CLOSED my account ( as opposed to frozen ) on XX/XX/2021. I went to the bank and spoke to the branch manager, XXXX XXXX, who seemed bothered that I had even asked for help. She tried to open my account by verifying my identity, but to no avail. She said it was XXXXs fault. She said XXXX told them to close my account. Subsequently, the payment that was made to me on XX/XX/2021 which says paid was taken back out when the account was closed. XXXX XXXX said that XXXX took it back, and that this money was now in their possession which was owed to me. 
Obviously, my next step was to call XXXX and tell them what Bank of America purported. I recorded this call and an unemployment rep said there was no problem with my account, and that there had been no reports of fraud or overpayments in regards to my account with them. They said they CANT CLOSE my account ; that only the bank can do that which makes absolute sense. They said they didnt take my money back out. They said that they dont have that ability. XXXX said that they just issue the money for the claims, but the bank is the serverso to speak-that handles the flow of the money. They said the bank had the payment for XX/XX/2021, and that they took it back out when they closed my account. XXXX further said that Bank of America did this to them 8 months ago too, when they closed thousands of accounts for non-specific reasons. It took some people over half of a year to resolve it. During this time, there were accounts of many people committing XXXX and becoming homeless because of the banks actions, and dying from illnesses, i.e., Covid, etc, because they couldnt afford hospitalization. The proper lack of communication between the bank and XXXX left many people in very unfortunate ways. Is anyone considering this? So not only did Covid kill Americans, but so did our system. XXXX also added that I needed to contact the bank to open my account. I went to the bank again, and they blamed it on XXXX, again. I called XXXX back. They blamed it on the bank, and so on and so forth. 
Finally XXXX put a XXXX hold on my account pending resolution. When I saw this appear on my account 3 weeks ago, I called XXXX again. They said they put that hold on my account because the bank had requested it. They gave me a link to submit my ID and social security card, and I did. They also told me to continue filing my weekly claims which I have done. I filed for XX/XX/2021 ; XX/XX/2021 ; and ( by the time you receive this ) XX/XX/2021. In summary, they owe me 4 payments of which one of them is in never-never land, who knows where. The later payments are not showing up as paid on my account. My remaining XXXX balance available to me is currently {$11000.00}. 
Then on XX/XX/2021, I received a letter from Bank of America that said my account was now in FROZEN status. I called the bank and a rep told me that was different then CLOSED. However, when I call on the card, it still says closed. 
Now to make matters even worse, XXXX is rolling out a new card called XXXX XXXX XXXX which I havent even received and its doubtful I will, considering the status of my account. It will take the place of the Bank of America debit card on XX/XX/2021. I heard this information on the local news channel. 
Ive called XXXX ( XXXX unit ) at least 2 dozen times to resolve this matter. I get the same answers each time. They blame the hold on Bank of America, and tell me to WAIT. Some reps say it could take months to resolve, if not longer. This is unacceptable. 
Ive written to you today to ask for help. I am desperate. I am XXXX. This is going to destroy my life. So I made it through Covid, and now Bank of America and XXXX are going to be my demise? Are you kidding me? 
My cell number is XXXX, and my name is XXXX. Can you help me please? I dont know what to do next since neither agency can fix it. This is just an example of government red tape where the right hand doesnt know what the left hand is doing. Does it make you think that there is some funny business going on, i.e., missing money, etc, on the banks part? I think someone is either stealing it, or making interest off of mine and many other peoples money that is being withheld. Moreover, I got furloughed at the same time as some other guys from my union hall and the same company. Their accounts are also CLOSED, on exactly the same date as mine. Dont you find this odd? 
Thank you very much for your time. 

XXXX XXXX"
Credit card or prepaid card,THE ACCOUNT WAS CLOSED BY BANK OF AMERICA DO TO A SIMPLE FIRST TIME MISTAKE THAT I DID NOT KNOW ABOUT ... BUT THE COMPLAIN IS ABOUT THE TRAVELING REWARDS OF XXXX THAT THEY ARE SAYING THAT EXPIRED DO TO CLOSING OF THE ACCOUNT ... BUT NEVER RECEIVED ANY KIND OF NOTICE ... SEE ATTACHED FILES. THANK YOU XXXX XXXX
Credit card or prepaid card,"I schedule all of my payments online and print payment receipts when payments are scheduled. I always schedule the payment for the end of the month before the payment is due. I scheduled a payment for the total amount due on XX/XX/2019 of {$1400.00}. Then for the XXXX Total balance of {$1000.00} I scheduled the payment on XX/XX/2019. I have the transaction receipts for both of these payments. Then on XX/XX/2019, Bank of America took out an additional payment in {$1400.00} out of my checking account without my authorization. When I saw the error, I contacted Bank of American on XX/XX/2019. They could not explain to me how this could happen and told me they would initiate a refund back to my checking account for the {$1400.00}. In the meantime, I have to move money around, borrow cash from my employer just to make sure I had enough in checking to cover my withdrawals. I called them back on XX/XX/2019 when the money still had not been returned to my checking account. They still could give me no reason as to how this happened and only gave me the answer of, "" it takes up to 5 business days to process the refund ''. On Monday, XX/XX/2019 when the money was STILL not in my checking account, I called Bank of America again, only to be told by 2 more people that they could not explain what happened and that I should have the money back by the following day. As of right now, I am still trying to make sure my impending withdrawals are covered and I am still waiting for my money to be returned to my account. The fact that Bank of America STILL can not tell me how they were able to access over {$1400.00} from my checking account without my consent is baffling. I will cancel this card when all of my bonuses have been redeemed and my money has been returned."
Credit card or prepaid card,I have yet to Receive money now the bank is trying to keep my funds for a negative balance I didnt cause because I still had money in my account before yall took my money out without my knowledge then told me after they took it a month later Because how do the Bank of America take credits you guys made permanent and put it towards a negative balance yall caused me to have my bills are to backed up for this I need my funds released now all of them theres no excuse for taking my funds to fix any negative balance caused by Bank of America when it should Have never happened And putting them towards any negative balance regardless of me taking money out of my credits wen they were made permanent my negative balance should have been 0 out before putting my money back then I was told i paid for 2 claims that wasnt approved but the bank approved 2 but my whole claim clearly states that i never received my card at all so how do they approv 2 but deny 2 Im ready to get a lawsuit going on this bank on top of a fed investigation because one I should have had my money already and 2 theres no way they can keep my money to fix any negative balance they caused and lied about very unexceptionable its been over 5 months I have a family I wont take this from a bank or anyone on this earth AT ALL!!!!
Credit card or prepaid card,I have my bank statements via bank of America edd prepaid n have been goin thru fraud problems since I started receiving payments. After them closing my account for 6 months to investage n came up with no help to y I was missing money they reopened my account n denied my claims so I had my statements mailed to me n I was able to show double charges made within seconds to up to days apart for the exact same amount n again filed claims. After several attempts n trying to get my claims filed I was able to file 5 out of 7 n received payment for one n was denied the rest cuz I was responsible for all the other charges which I asked how n was given no reason to y. So I had to fax over my bank statements I received from them to prove n resubmit my claims. This has been on goin for 2 years now n I'm out almost {$30000.00} plus my time n efforts n hours of work doin their no job. No including the stress n grife n trouble I've had since day one. I have records to prove n letters n emails n statements to back this all up.
Credit card or prepaid card,I WAS CHARGED FOR THINGS I DID NOT AUTHORIZE ON MY ACCOUNT. WHEN I RECIEVED MY STATEMENTS BACK WHEN THIS HAPPEN I CONTACTED VISA BANK OF AMERICA AND LET THEM KNOW THAT THESE WERE FRAUD CHARGES. THEY TOLD ME I WAS TOO OLD TO REMEMBER AND I PROBABLY DID MAKE THESE TRANSACTIONS. I TOLD THEM I DID NOT AND TO PLEASE STOP BEING SO MEAN TO ME. THEY CONTINUED TO SPEAK TO ME SO MEAN. I ENDED UP HAVING TO PAY FOR ALL THESE CHARGES AND THEN THEY CLOSED MY ACCOUNT WITH THEM. I WILL LIST THE CHARGES ; XXXX/XXXX/XXXX XXXX XXXX CARD ENDING XXXX XXXX/XXXX/XXXX TIME SHARE BY OWNER- XXXX CARD ENDING XXXX XXXX/XXXX/XXXX TIMESHARE BY OWNER- XXXX CARD ENDING XXXX RESORTS FOR HEROS- XXXX NOT SURE OF THE DATE I DONT REMEMBER PLEASE HELP ME TO GET MY MONEY BACK THAT WAS STOLEN FROM ME. IM A ELDERLY MAN AND THEY TOOK ADVANTAGE OF ME FOR THAT REASON TELLING ME I FORGOT AND I DID NOT. I KNOW WHO I MAKE CHARGES WITH AND I DID NOT AUTHORIZE ANY OF THESE CHARGES.
Credit card or prepaid card,"My Bank of America credit card statement period closing date was XX/XX/XXXX, I completely paid off the balance on XX/XX/XXXX ( 2 weeks prior to the closing date ), but they still charged me interest for the period, even though the credit card agreement says if the balance is paid off before the statement closing date there will be no interest charged. I called customer service and they are saying that that only happens if the balance was paid off for the last 3 statement cycles, witch doesn't make sense."
Credit card or prepaid card,"Misleading billing practices. BofA charges me an interest of {$38.00} for a paid purchases. False advertising for a balance transfer promotional offers. Please check your records for XX/XX/XXXX and XX/XX/XXXX Statements to correct this issues. Tried to resolve the issues via telephone with the agent, they can't give me a correct calculation."
Credit card or prepaid card,On XX/XX/2020 I requested to set up recurring payments on account ending XXXX. Bank of America cancelled my payments on all of the credit cards that I have with them because a {$2.00} payment that was refund on a different credit card. They have no right to cancel my automated payments and not sent a notification by mail that they were going to do that. Customer services never explained to me on any of my conversations with them on XX/XX/2020 and XX/XX/2020 that they have a policy that if you have a payment return on any credit card they would cancel your online payment accessibility on all of the bank America accounts which I find this arbitrary because they should not be mixing payments with the different credit cards. Each account should be handle separate. Today they said that since is not a bank error they would not refund the {$39.00} late fee charge on XX/XX/2020. Even though they cause the fee because they cancel my recurrent payment without notifying me. Please assist me with this matter. thank you
Credit card or prepaid card,"I am asking for help with one of my Bank of America credit cards. The card in question was originally card # XXXX  and after it was cancelled and reissued it is now card xxxx I noticed XXXX  fraudulent charges to my credit card beginning on XX/XX/XXXX and ending on XX/XX/XXXX. On XX/XX/XXXX I contacted the fraud department at Bank of America to explain about the fraudulent charges. On that day I spoke to XXXX in your office. She cancelled the card and reissued a new card. Also, case # XXXX was assigned. On XX/XX/XXXX a letter was sent to me from Bank of America stating that Were unable to approve your recent Fraud claim. Based on your account history this charge is consistent with this merchant. This is a false summary of my account history with this card. I have been a card holder with Bank of America since XXXX. This card is used by me for purchasing permits and to pay for recycling in my business. In researching my past purchases charges at XXXX have appeared on this card. Most charges are less than {$20.00} and no more than {$500.00}. The charges we are disputing are charges of {$5800.00}, {$4400.00}, {$4800.00}, {$3900.00}, {$4800.00}, {$3900.00}, {$4900.00}, {$3900.00}, {$4100.00}, {$6600.00}, {$7100.00}, {$4400.00} at XXXX stores in XXXX, XXXX and XXXX Counties in Florida. A charge to XXXX XXXX XXXX in XXXX Fl was made on XX/XX/XXXX for {$2200.00} Not at all consistent with my history of XXXX  years with Bank of America. This card has had charges in excess of $ XXXX in the past year. A bill that I pay in full every month and have since I started doing business with Bank of America in XXXX. I contacted the fraud department again on XX/XX/XXXX and spoke with XXXX then XXXX. They resubmitted our claim. I spoke again to XXXX on XX/XX/XXXX. Then XXXX on XX/XX/XXXX. My last contact was with XXXX on XX/XX/XXXX. On XX/XX/XXXX I filed a report with the XXXX XXXX Sheriffs office to report the fraud on my card. I presented the evidence that I had obtained on my own from different XXXX stores. All Receipts showing two signatures that are not known to me. A delivery address where goods purchased were delivered. A phone number and email address provide by XXXX showing the signature x on the receipt who is the owner of "" XX '' XXXX XXXX XXXX. XXXX XXXX XXXX XXXX XXXX ) of the XXXX XXXX Sheriffs Office informed me that their office has obtained video footage at several XXXX stores and the XXXX XXXX XXXX store. All this information was conveyed to the Fraud Department at Bank of America. On XX/XX/XXXX I received another letter from BOA stating that unfortunately our decision to decline fraud claim for this transaction ( s ) hasnt changed. "" While you personally didn't make the charges, we confirmed it was made by an authorized user on the account or someone who has permission to use the card ''. Nothing could be further from the truth. The signed receipts I obtained from XXXX has a signature of a person or persons I do not know or have no relationship with personally or professionally. I have been forced to retain legal counsel which I expect Bank of America to reimburse me for after the fraud department determines finally that these charges are fraudulent. I am including all documents I have obtain doing my own research in to this matter. I ask Bank of America for a speedy resolution and to have these fraudulent charges removed from my account. I would like to continue my XXXX  years of business with Bank of America. Please do your due diligence and the right thing. Thank you in advance for your help with resolving this matter."
Credit card or prepaid card,"I have ( had ) three credit cards with Bank of America that I rely on daily. This morning I woke up to all three being closed by them for no reason at all. When calling, XXXX XXXX told me my accounts were reviewed and closed due to "" authorized user activity. '' I have no idea what that means and they won't tell me or reopen my cards. I've added a few family members to my card so they can have access to credit but I've never missed a payment to Bank of America or any other bank, ever. In fact I've been a loyal BofA customer for twenty years and have paid them many annual fees only to have them close my accounts for no reason with no warning."
Credit card or prepaid card,"There was a charge in the amount of {$9700.00} on XX/XX/2022 from XXXX XXXX XXXX a place where I have never been or authorized charges from. I called BOA Fraud department and they said they would send me a new card and research the dispute. However, I got a letter in mail today XX/XX/2022 saying my fraud claim has been rejected and I am responsible for this amount I can not pay this because 1 ) I never did charge 2 ) it would put me in financial ruins."
Credit card or prepaid card,"on XX/XX/2022, i received an email from Bank of america saying that they received my credit card application, i call them immediately to report it was fraud, not from my. they said they will solve the problem. in the morning XX/XX/XXXX, i received another email from bank of america saying that my credit card application was approved with XXXXXXXX XXXX limitted. I called them right away and they said they will cancel/close the account. then i contacted XXXX XXXX and XXXX to dispute the credit card inquiries."
Credit card or prepaid card,"XX/XX/21 Fraud use my BOA credit card XXXX charged {$220.00} to buy product of XXXX XXXX internet ca. 

XX/XX/21 I reported to my BOA fraud dept about this fraud charge and change a new card number. Boa open claim I'd XXXX for me. 

XXXX XXXX email refund {$220.00} to back my credit card account payment profile I'd XXXX. 

XX/XX/21 BoA denied my case, XXXX refund money to somewhere out. I call report to both about the {$220.00} charge without my authority and BOA reopen claim XXXX for investigation. XXXX also open a new claim ID for investigation. 

I also report to XXXX, FTC gov"
Credit card or prepaid card,"Sorry about my English will try my best to explain my self. I have been charged for purchases that I dint made on my card, normally when I got a deposit automatically founds are transfer to my personal account and that day dint so I went I notice that transfer dint go through and I went to check on the account and I got this charges XXXX XXXX XXXX. {$200.00} XXXX XXXX XXXX. {$350.00} XXXX XXXX search {$24.00} I call the XXXX Bank of America reported in XX/XX/XXXX a lady ask me if i have my card with me, i whent to my wallet and I dint have it in my wallet, she ask me when was the lastime that i saw it, i told her that i dint remember because i have never used that card at all, Never. She told me that they where going to investigate and cancel my card, and they would let me know and that i was going to receive a letter on mail with new card and never received a letter, email or call. I got in touch with them on XXXX about the problem let them know about the problem and she told me that there was no report she ask me for any proof of case submitted I told hear that i made a call but I do have a email that I sended. she ask me to send again, and this time got a replay to email asking me to call I did call as state in the email and a guy told me that it all ready pass 60 days and they can do nothing about it to put a claim on the unauthorized transactions. When I have been for to months calling and waiting until today I found another 2 unauthorized transactions XXXX XXXX XXXX {$00.00} XXXX XXXX XXXX XXXXXXXX {$00.00} I was going to call but if they ignored me the 2 firts times for a bigger amount they would laugh on me for 73 cents. Also I recived all this information that Im going to attach on the days of the unauthorized transactions occurred I dont know what to Do thats main reason asking you for help. Thanks"
Credit card or prepaid card,"Financial Institution : Bank of America TravelCard Balance Transfer 1 ( XX/XX/XXXX ) On XX/XX/XXXX, I wanted to take advantage of BoA 's promotional balance transfer of 0 % interest payment until XX/XX/XXXX. I transferred over from 3 credit cards with the total amount of {$9100.00} to this balance transfer promotion. I set up my BoA to autopay from my checking account to pay $ XXXX. I made 3 payments in XXXX, XXXX, and XXXX. But on XX/XX/XXXX, BoA automatically paid off the remaining balance of {$7200.00} directly from my checking account. I also had the auto-pay make the {$640.00} payment in XXXX. When my checking account was low, I received a noticed from BoA that my checking was below the minimum balance. I contacted BoA and told them I didn't authorize this payment how come my balance transfer is paid off? They explained to me that I had a setting for auto-pay to pay off remaining balance if my checking account had enough funds. I asked well how am I going to pay off my mortgage or other bills if you took the funds from my checking account? I asked if I can have this reversed, credit the amount back to my checking account. They said yes, it will take a few days. I asked if I get this credited back, will I still have the promotional 0 % interest rate until XX/XX/XXXX? They said NO. Because I can't utilize the promotion, and my balance has been paid off, I asked not to transfer my credit back to my checking. As a result I had to tap in to my savings account to pay my other bills. 

Balance Transfer 2 ( XX/XX/XXXX ) On XX/XX/XXXX I decided to advantage of another BoA TravelCard balance transfer promotion for 0 % interest until XX/XX/XXXX. I transferred a total of {$8000.00}. And this time I will set up the autopay to pay $ XXXX from my checking account. I also cleared the settings to auto-payoff the entire balance from my checking account. On XX/XX/XXXX, I made the first payment {$700.00}. On XX/XX/XXXX BoA applied a Payment Adjustment by taking the balance that I paid off from my 1st Balance Transfer ( XX/XX/XXXX ) and crediting it to my checking account in the amount of {$6500.00}. With that I TravelCard account has a total debt of {$14000.00}. 

On XX/XX/XXXX, I called BoA and asked why do I have an additional debt of {$6500.00} added to my XXXX account totaling {$14000.00} in total debt? The representative said you requested to be credited. I told her, No I did not request it. I may have requested it initially, but I changed my mind because the debt is paid off ( Balance Transfer 1 ). I told them if I paid off the debt why would I want to re-borrow the debt? I did not request this. 

As the support person troubleshooted the issue, she said the newly added debt of {$6500.00} does not have the promotional balance offer and it will have a higher interest rate. And if you try to pay off {$6500.00}, it will go towards paying off your 2nd balance transfer. The lady generated a case # XXXX, and said maybe your newly added debt of {$6500.00} can also get the 0 % balance transfer, but her manager would have to reach out to me. I provided my number and never received a call."
Credit card or prepaid card,"Hi, I contacted and talked with an agent in the BOA using the mobile app to transfer my credit limit from my old credit card ending XXXX to the new one ending XX/XX/XXXX. I asked the agent to transfer the {$900.00} credit limit from my old credit card to the new one which ends up changing the credit limit of my old credit card from {$1400.00} to {$500.00} and the new one from {$13000.00} to $ XXXXThe agent initially gave me false information and told me that she can not do that as it is impossible to move the credit limit between the credit cards. Since I have done it before multiple times and I knew that it is possible to do this transfer, I asked her again to check if she could do it fact that I was sure it is doable. After holding in the line for few minutes, the agent told me that she could do this and I need to wait for a few minutes to see the changes in my end. I immediately checked my mobile app and I got to know that the {$900.00} is deducted from my XXXX credit card but it was not added to my XX/XX/XXXXcredit card. I told her the situation and she said it may take some time to see the update on my end and she said that she can see the changes on her end. She told me that she can see my credit card limits changed to {$500.00} and {$14000.00} as it was supposed to be changed and she disconnected the call while I was talking. I called after a few minutes that I found that the credit limit in my XX/XX/XXXXaccount did not change to {$14000.00}, and I was told that the first agent just reduced my credit limit in my XXXX account and did not initiate the credit limit transfer but just the credit limit reduce and she did a mistake. The new agent apologized and connected me to her supervisor but both of them tried to request a credit line increase to fix this situation which did not let them fix it. I was told there is another way to fix this error which occurred due to the BOA agent earlier. This credit limit reduction has significant impact to my credit history and needs to be fixed immediately."
Credit card or prepaid card,I called to report money missing from my BANK OF AMERICA EDD DEBIT CARD. The representative said he was going to be sending me a new card there were still a remaining balance in my account and he did not give me the option to transfer the money to another checking account. EDD then deposits an amount that Bank of America then puts together with the old account and closed it. Bank of America near that it was a new deposit but kept it with the problem cart and did not allow me to activate the new debit card that I received. After many phone calls to Bank of America and the EDD sponsor Bank of America keeps saying that the county is closed and they are basically holding my money XXXX I never got any money credited or any type of reimbursement instead I got a letter saying if you contact us by phone or in writing you may request that we reopen your claim for further consideration but they dont even do that they just say that it is closed and they can not do anything about it. One BofA agent had me drive to a branch to ask for my money a day before XXXX. BofA Agents took me for a fool. I even filed complaints if they allowed me but im not sure if they did file the complaints
Credit card or prepaid card,I called bank of america edd customer service about gettjng emergency cash before i recievwd my card and they told me twice they didnt offer those services anymlre. But i emailed them and got an email bacj saying XXXX did. So i called back and tild them and ghey done everyghing they coyld not to help me. Please contact them.
Credit card or prepaid card,I have reward credit card from Bank of America where I pay {$20.00} a month. I was going through financial hardship but I'm in a better situation now and I was able to pay the entire balance.
